,Sección,PAN,PRI,PRD,V,PT,MC,M,PA+PRI+PRD,PAN+PRI,PAN+PRD,PRI+PRD,V+PT+M,V+PT,V+M,PT+M,Candidaturas no registradas,Votos nulos,Total
113,Sección 5853,95,561,14,222,138,474,1009,18,34,5,23,99,20,41,25,1,131,2910
114,Sección 5854,107,648,13,229,160,407,1085,28,18,0,4,98,21,39,24,1,165,3047
115,Sección 5855,115,400,9,135,88,296,978,22,12,0,1,77,6,10,23,2,46,2220
116,Sección 5856,79,375,13,93,103,252,933,16,8,0,0,113,5,17,9,3,53,2072
117,Sección 5857,101,404,5,119,89,303,1053,9,7,0,1,77,1,21,14,1,57,2262
118,Sección 5858,81,267,8,170,79,179,703,8,4,2,0,58,11,12,6,7,29,1624
119,Sección 5859,76,303,8,92,83,232,784,11,2,0,1,42,6,23,11,1,42,1717
120,Sección 5860,137,655,12,205,174,462,1442,28,16,0,2,98,9,28,17,5,70,3360
121,Sección 5861,54,521,14,113,65,242,774,18,10,3,1,80,7,9,19,1,63,1994
122,Sección 5862,119,431,13,101,90,295,939,26,8,0,0,68,4,8,16,1,44,2163
123,Sección 5863,22,295,3,72,49,113,425,4,6,1,8,73,7,8,7,6,35,1134
124,Sección 5864,50,221,5,87,61,183,488,11,1,0,0,33,0,11,16,0,24,1191
125,Sección 5865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Sección 5866,5,93,3,30,14,54,103,2,0,0,0,6,0,3,0,1,7,321
127,Sección 5867,11,86,0,48,22,28,178,1,2,0,0,14,1,11,3,0,18,423
128,Sección 5868,11,121,3,57,18,23,120,0,0,0,0,0,0,0,0,0,16,369
129,Sección 6517,92,70,7,25,16,108,308,22,3,0,0,18,0,4,2,1,12,688
130,Sección 6654,3,23,0,3,5,14,65,1,0,0,0,1,0,1,1,0,6,123
131,Sección 6655,55,94,3,11,16,70,163,8,4,0,0,17,0,2,1,2,8,454
132,Sección 6656,80,300,4,40,23,162,362,12,5,0,0,27,2,9,4,1,14,1045
133,Sección 6851,5,74,0,9,12,23,94,1,1,0,0,2,1,2,1,0,5,230
134,Sección 6852,175,328,2,62,43,213,576,34,8,2,26,47,4,19,16,1,21,1577
135,Sección 6853,173,317,12,59,47,307,685,37,4,2,1,74,2,7,14,3,33,1777
136,Sección 6854,176,236,9,26,25,118,347,31,5,0,0,35,0,5,6,2,15,1036
137,Sección 6855,234,338,10,41,48,204,534,29,9,1,0,59,3,6,10,2,31,1559
138,Sección 6856,75,240,5,82,75,229,761,10,6,0,0,50,4,16,18,3,35,1609
139,Sección 6920,40,321,7,37,44,170,528,11,1,0,0,37,3,7,17,0,32,1255
140,Sección 6921,21,80,7,23,30,46,337,4,3,0,1,14,2,0,4,0,14,586
141,Sección 6922,6,42,0,10,9,25,134,0,1,1,0,8,2,2,2,0,4,246
