,Sección,PAN,PRI,PRD,V,PT,MC,M,PA+PRI+PRD,PAN+PRI,PAN+PRD,PRI+PRD,V+PT+M,V+PT,V+M,PT+M,Candidaturas no registradas,Votos nulos,Total
142,Sección 2862,22,18,3,17,8,28,270,3,0,0,0,30,0,16,2,0,17,434
143,Sección 2863,90,49,12,58,48,86,803,12,1,1,0,120,4,15,9,0,24,1332
144,Sección 2864,277,139,52,204,252,339,3273,43,6,0,1,388,31,59,75,6,114,5259
145,Sección 2865,141,63,31,75,81,176,1485,22,1,0,1,234,4,13,37,14,65,2443
146,Sección 2867,100,54,13,53,47,124,875,63,2,1,0,372,4,17,20,0,25,1770
147,Sección 2964,59,24,9,29,18,32,436,4,1,0,0,40,3,7,6,1,11,680
148,Sección 2965,65,20,11,28,34,54,421,14,0,0,0,57,5,8,10,0,12,739
149,Sección 5613,73,54,30,53,40,69,638,21,0,1,0,104,3,11,7,1,26,1131
150,Sección 5614,85,57,39,76,65,112,862,21,0,2,2,90,7,21,11,1,32,1483
151,Sección 5615,53,30,30,55,42,77,772,10,2,0,0,113,9,22,10,0,15,1240
152,Sección 5616,23,16,10,25,24,47,476,6,0,0,0,50,5,8,7,0,19,716
153,Sección 5617,42,36,16,68,43,67,999,7,6,2,4,104,11,14,14,0,20,1453
