,Sección,PAN,PRI,PRD,V,PT,MC,M,PA+PRI+PRD,PAN+PRI,PAN+PRD,PRI+PRD,V+PT+M,V+PT,V+M,PT+M,Candidaturas no registradas,Votos nulos,Total
81,Sección 486,365,63,0,20,12,65,245,9,3,0,0,19,0,7,3,0,11,822
82,Sección 487,229,47,4,21,16,58,288,8,6,0,1,40,3,4,4,0,22,751
83,Sección 488,207,24,7,26,32,93,455,10,4,0,0,42,1,10,9,0,23,943
84,Sección 489,144,44,2,23,12,59,385,9,1,0,0,37,1,3,3,0,12,735
85,Sección 490,97,32,1,13,11,63,195,1,3,0,0,19,2,2,3,0,6,448
86,Sección 491,204,41,5,46,33,105,605,10,6,0,0,56,1,8,2,1,20,1143
87,Sección 492,171,53,1,47,31,86,574,7,0,0,0,56,0,3,6,2,18,1055
88,Sección 493,194,43,3,45,30,98,587,7,6,0,0,52,3,12,10,5,13,1108
89,Sección 494,429,71,3,54,61,213,970,24,5,0,1,78,4,20,18,0,43,1994
90,Sección 495,174,31,0,23,18,83,366,17,0,0,0,45,1,2,1,0,16,777
91,Sección 496,336,45,2,17,26,84,452,9,2,1,0,28,0,3,5,0,11,1021
92,Sección 497,155,19,1,5,10,35,238,4,2,0,0,0,2,3,3,1,5,483
93,Sección 502,126,14,2,8,13,42,158,3,1,0,0,29,0,3,3,0,10,412
94,Sección 503,134,28,1,7,10,31,192,2,2,0,0,16,1,8,4,0,8,444
95,Sección 504,205,32,2,25,13,63,364,9,7,1,0,31,3,8,4,0,18,785
96,Sección 505,135,23,2,20,20,63,292,9,1,0,0,37,0,2,2,0,9,615
97,Sección 506,166,25,1,12,23,62,318,8,4,0,0,24,0,2,4,0,18,667
98,Sección 507,147,25,0,19,19,55,282,3,2,0,0,11,1,2,3,1,14,584
99,Sección 508,405,70,4,77,75,177,1000,16,9,0,1,103,2,7,13,0,39,1998
100,Sección 509,104,16,1,25,11,61,275,4,4,0,0,37,0,8,8,0,9,563
101,Sección 510,1117,178,14,162,176,632,2950,66,31,3,4,274,12,35,40,5,91,5790
102,Sección 511,143,17,1,20,17,59,288,8,4,0,0,35,4,5,3,1,10,615
103,Sección 512,222,27,4,33,38,101,535,10,5,0,0,66,1,8,11,0,20,1081
104,Sección 513,190,27,1,28,29,80,396,2,9,0,0,44,2,7,3,3,28,849
105,Sección 514,161,18,1,23,21,75,363,5,0,0,0,62,0,0,0,0,11,740
106,Sección 515,239,31,3,28,33,113,559,14,4,0,0,59,3,11,12,3,23,1135
107,Sección 516,156,24,3,24,26,62,331,10,0,0,0,44,3,7,6,1,8,705
108,Sección 517,219,40,8,25,20,64,490,6,7,0,0,40,14,6,3,2,19,963
109,Sección 518,140,18,2,13,10,46,287,2,2,0,0,34,1,2,2,0,12,571
