,Sección,PAN,PRI,PRD,V,PT,MC,M,PA+PRI+PRD,PAN+PRI,PAN+PRD,PRI+PRD,V+PT+M,V+PT,V+M,PT+M,Candidaturas no registradas,Votos nulos,Total
46,Sección 199,355,23,4,18,17,57,270,18,2,0,0,30,1,1,3,1,6,806
47,Sección 200,286,28,4,20,11,63,283,18,3,0,0,33,1,3,3,2,4,762
48,Sección 201,182,26,7,17,13,68,289,11,3,0,1,24,1,3,5,1,5,656
49,Sección 202,187,23,2,17,20,76,345,12,0,0,0,27,2,9,2,0,10,732
50,Sección 203,92,10,0,10,11,23,139,4,1,0,0,16,3,3,0,0,1,313
51,Sección 204,116,11,4,31,18,88,556,2,2,0,0,40,7,7,5,0,14,901
52,Sección 205,134,17,10,33,21,94,506,5,1,0,0,56,3,0,11,0,17,908
53,Sección 206,131,20,8,19,25,106,674,7,2,0,0,32,2,4,11,1,12,1054
54,Sección 207,43,12,3,13,20,43,232,0,0,0,1,18,2,2,7,0,2,398
55,Sección 208,148,28,4,39,29,92,547,13,2,0,0,43,6,8,11,0,6,976
56,Sección 209,192,22,4,16,21,80,462,7,2,0,1,22,2,5,6,0,3,845
57,Sección 210,165,26,3,23,24,73,410,18,1,2,0,45,1,4,11,0,6,812
58,Sección 211,208,27,5,36,26,103,430,23,2,0,0,42,1,2,4,4,6,919
59,Sección 212,357,40,2,31,24,95,445,24,2,0,0,48,0,8,5,0,10,1091
60,Sección 213,491,68,6,40,25,190,598,48,7,2,0,61,2,8,4,0,26,1576
61,Sección 214,331,24,1,17,10,55,281,21,4,0,0,30,0,6,8,0,6,794
62,Sección 215,174,14,2,27,20,85,402,8,1,0,0,32,4,7,6,1,6,789
63,Sección 216,182,21,1,23,17,76,383,11,3,0,3,29,0,3,5,0,13,770
64,Sección 217,129,18,3,31,15,64,271,8,1,0,0,33,1,5,3,0,9,591
65,Sección 218,134,27,1,22,26,66,351,16,2,0,9,12,1,5,5,0,3,680
66,Sección 219,136,29,0,28,26,83,418,10,4,2,0,38,2,13,7,0,7,803
67,Sección 220,133,23,5,31,37,73,536,15,3,1,0,33,3,7,5,0,9,914
68,Sección 221,154,13,3,29,28,86,472,12,2,1,0,45,1,3,13,2,12,876
69,Sección 222,111,20,7,33,21,106,509,7,0,1,0,49,0,5,5,0,12,886
70,Sección 223,116,10,0,30,20,82,411,7,0,0,0,41,1,9,11,0,7,745
