,Sección,PAN,PRI,PRD,V,PT,MC,M,PA+PRI+PRD,PAN+PRI,PAN+PRD,PRI+PRD,V+PT+M,V+PT,V+M,PT+M,Candidaturas no registradas,Votos nulos,Total
223,Sección 1829,1,130,1,18,6,7,235,1,0,0,0,2,1,0,1,0,7,410
224,Sección 1830,9,521,14,213,99,26,774,20,2,1,4,42,7,7,3,5,52,1799
225,Sección 1831,3,45,0,5,8,2,74,0,0,0,0,2,1,1,1,0,0,142
226,Sección 1832,1,106,1,12,12,10,215,1,0,0,0,1,0,0,3,0,6,368
227,Sección 1833,0,113,5,25,26,10,268,0,0,0,0,2,0,0,0,0,10,459
228,Sección 1834,2,48,1,8,14,3,92,0,0,0,0,3,3,2,0,0,9,185
229,Sección 1835,0,22,0,11,0,0,66,0,0,0,0,0,0,0,0,0,3,102
230,Sección 1836,1,33,0,10,8,3,97,1,0,0,0,1,1,0,0,0,6,161
231,Sección 1837,5,74,3,18,27,12,156,1,0,0,0,3,0,0,4,0,6,309
232,Sección 1838,3,87,2,16,11,3,236,2,0,0,1,7,1,2,1,1,4,377
233,Sección 1839,1,106,0,13,25,7,372,0,0,0,1,3,2,0,1,0,8,539
234,Sección 1840,4,386,4,54,35,6,828,6,1,0,0,18,1,2,3,0,20,1368
235,Sección 1841,0,40,0,16,11,7,147,0,0,0,0,0,0,0,0,0,2,223
236,Sección 1842,0,16,2,7,8,3,113,0,0,0,1,0,0,4,3,0,5,162
237,Sección 1843,3,16,4,11,8,5,165,1,0,1,2,5,2,5,0,0,5,233
238,Sección 1844,0,27,0,2,0,1,54,0,0,0,0,0,0,1,0,0,0,85
239,Sección 1845,0,73,2,15,8,4,157,1,0,0,0,7,3,0,0,0,9,279
240,Sección 1846,0,26,0,11,6,4,148,0,0,0,0,4,0,2,2,0,1,204
241,Sección 2015,35,100,106,129,479,187,847,6,1,1,0,16,5,4,10,2,52,1980
242,Sección 2016,14,58,30,90,266,100,485,4,3,0,2,19,2,7,4,0,24,1108
243,Sección 2017,56,68,66,90,453,152,705,11,0,0,1,30,7,3,21,0,33,1696
244,Sección 2018,4,5,21,73,67,28,249,0,0,0,1,13,2,9,2,0,25,499
245,Sección 2021,13,32,104,51,182,121,190,2,0,1,1,8,2,0,2,0,20,729
246,Sección 2022,3,6,3,30,90,20,105,0,0,0,0,5,0,6,8,0,11,287
247,Sección 2023,2,1,18,59,151,29,98,0,0,0,0,5,2,2,0,0,8,375
248,Sección 2024,12,14,184,114,401,136,490,3,0,0,2,7,1,5,3,0,166,1538
249,Sección 2025,3,4,22,24,222,51,101,1,0,0,4,3,0,1,2,0,26,464
250,Sección 2026,19,24,68,194,449,87,571,1,2,0,0,22,11,2,18,5,58,1531
251,Sección 2027,0,2,11,14,42,3,103,0,0,1,0,0,2,0,3,0,2,183
252,Sección 2028,14,31,84,70,291,98,339,3,1,0,2,6,4,9,8,0,31,991
253,Sección 2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,Sección 2030,6,9,152,133,502,291,708,3,0,1,0,7,1,3,4,1,52,1873
255,Sección 2031,5,26,27,36,137,42,194,1,0,0,0,0,0,2,3,0,21,494
256,Sección 2032,3,11,16,8,170,42,88,1,0,0,0,2,0,2,2,0,27,372
257,Sección 2033,3,5,15,4,153,9,82,0,0,0,0,1,1,0,2,0,3,278
258,Sección 2034,0,2,13,5,30,7,60,1,0,0,0,0,0,1,1,0,3,123
259,Sección 2035,12,17,83,111,369,176,583,2,0,0,1,21,8,6,94,28,48,1559
260,Sección 2036,2,6,14,3,35,3,104,0,0,0,1,3,1,0,5,0,3,180
261,Sección 2037,3,7,12,3,55,18,110,0,0,0,0,0,2,3,1,0,4,218
262,Sección 2038,2,2,15,11,42,8,73,0,0,0,0,4,0,0,0,0,8,165
263,Sección 2039,10,25,38,79,187,112,418,3,1,0,1,6,6,6,6,17,19,934
264,Sección 2040,5,17,5,37,71,45,172,0,0,0,0,7,4,1,4,0,19,387
265,Sección 2041,2,84,5,105,25,23,277,0,0,1,2,13,3,8,2,0,52,602
266,Sección 2042,9,60,6,37,11,13,112,2,0,0,0,8,1,3,1,1,6,270
267,Sección 2043,10,65,12,81,28,11,224,2,0,0,2,59,6,10,4,1,27,542
268,Sección 2044,4,67,9,59,11,14,196,0,0,0,0,0,0,0,0,0,38,398
269,Sección 2045,19,65,7,71,21,20,306,0,2,0,0,19,4,5,3,0,6,548
270,Sección 2046,10,114,5,60,208,24,361,0,0,0,0,10,2,3,3,0,11,811
271,Sección 2047,12,106,8,188,28,22,426,1,0,1,4,23,5,6,3,1,55,889
272,Sección 2048,16,86,5,115,20,18,304,6,0,0,0,21,5,14,1,0,21,632
273,Sección 2049,3,53,2,71,19,23,230,1,0,0,0,13,1,5,1,0,13,435
274,Sección 2050,7,137,8,236,38,29,448,3,1,0,1,39,11,25,18,2,40,1043
275,Sección 2052,29,210,8,256,61,40,585,1,3,0,2,38,6,20,4,9,46,1318
276,Sección 2053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,Sección 2054,5,79,10,157,43,14,380,0,0,0,0,27,6,19,2,0,28,770
278,Sección 2055,3,18,2,40,7,9,79,0,0,0,0,0,0,0,0,0,7,165
279,Sección 2056,6,46,10,68,16,2,188,0,0,0,0,0,0,0,0,0,15,351
280,Sección 2057,12,115,10,239,30,35,290,0,0,0,1,4,0,8,0,0,46,790
281,Sección 2058,2,22,1,47,22,7,1,0,0,0,0,6,0,6,2,0,8,124
282,Sección 2059,11,38,8,67,26,11,241,0,0,0,0,0,0,0,0,0,20,422
283,Sección 2060,10,75,7,98,32,19,256,1,6,0,0,3,0,7,0,0,32,546
284,Sección 2061,8,59,9,58,21,4,186,6,0,0,0,5,1,1,1,0,0,359
285,Sección 2062,3,28,0,43,8,8,113,0,0,0,0,10,2,3,0,0,5,223
286,Sección 2063,2,99,3,58,11,5,121,0,1,0,0,4,5,2,2,0,15,328
287,Sección 2064,2,18,1,25,6,5,52,1,0,0,0,1,0,0,0,0,5,116
288,Sección 2065,0,30,1,92,20,10,221,0,0,0,0,6,0,0,0,0,17,397
289,Sección 2066,0,18,6,29,5,2,48,0,0,0,0,0,0,0,0,0,8,116
290,Sección 2067,8,29,2,98,23,7,158,0,0,0,0,0,0,0,0,0,15,340
